20.701603304799022, 
21.649949960502365, 
21.722268799557135, 
22.56053498583704, 
18.576074790721048, 
16.048432766715884, 
15.966341292135063, 
17.18130679324981, 
15.119989703607262, 
13.30839025455298, 
13.43105540314108, 
12.534007499689032, 
12.281245099131445, 
13.261479092239831, 
13.050600571773568, 
12.554282203933312, 
12.357078421973469, 
12.257308903286738, 
11.396242332004393, 
12.641854488660442, 
11.560720322239655, 
10.672253572563665, 
11.324671977185261, 
12.001697369961509, 
11.769605915567634, 
10.134731563047133, 
10.396121105232243, 
10.696506817804321, 
10.163573017695573, 
11.04695632800876, 
12.158498104735543, 
12.432836297119449, 
12.950223840696278, 
13.174316727800871, 
14.006428567304095
